Provinsi,Kategori,Nama Usaha,Alamat Usaha,Nomor Telepon,Email,Website
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,BP BAGAS CEPU,"JL DIPONEGORO RT. 02/RW. 08, CEPU, KEC. CEPU 58312",0296-421446,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK PRODIA CE PU,"JL PEMUDA NO41B RT. 06/RW. 01, CEPU, KEC. CEPU 58321",0296-422269,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PKU MUHAMMADIYAH,"DSN SESO RT. 01/RW. 03, SESO, KEC. JEPON",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS PKU MUHAMMADIYAH CEPU,"JL RONGGOLAWE 137 RT. 04/RW. 13, BALUN, KEC. CEPU 58311",0296-421727,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU RUKITBAN DKT 04 08 05,"JL DR SUTOMO 45 RT. 01/RW. 03, TEMPELAN, KEC.",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD DR R SOEPRAPTO,"JL RONGGOL.AW.E NO 50 RT. 02/RW. 12, BALUN, KEC. CEPU 58311",0296-421026; 0296-424373,rs.soeprapto.cepu@gmail.com,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT PERMATA,"JL REKSODIPUTRO NO 57 RT. 05/RW. 03, KEDUNGJENAR, KEC. KOTA BLORA 58217",0296-531624; 0296-532261,rs.permata@yahoo.co.id,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT UMUM BLORA,"JL DR SUTOMO NO 42 RT. 06/RW. 03, TEMPELAN, KEC. KOTA BLORA 58211",0296-531118; 0296-531504,rsublora@yahoo.co.id,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,BUKA PRAKTEK <AGUS>,"SUKOHARJO, KEC. REMBANG",085799894485,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,CITRA MEDIKA,"JL PAHLAWAN NO 39 RT. 5/RW. 2, KABONGAN KIDUL, KEC. REMBANG 59218",0295-691397,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSI ARAFAH,"JL RAYA REMBANG-LASEM KM 5 RT. 03/RW. 03, TRITUNGGAL, KEC. REMBANG 59251",0295-531666; 0295-531666,arafah@rocketmail.com,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD DR R SOETRASNO,"JL PAHLAWAN NO 6 RT. 4/RW. 2, KABONGAN KIDUL, KEC. REMBANG 59218",0295-691444; 0295-691444,rsu@rembangkab.go.id,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,DERMA SKINCARE,"JL KOL SUNANDAR 6A-7A RT. 04/RW. 05, PURI, KEC. PATI 59113",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,DERMA SKINCARE DAN TREATMENT,"JL JENDRAL SUDIRMAN NO 6 PLAZA JUWANA RT. 02/RW. 01, DOROPAYUNG, KEC. JUWANA 59185",08122567786,soe-heart@yahoo.com,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS KELUARGA SEHAT SEJAHTERA,"JL PANGLIMA SUDIRMAN NO 09 RT. 03/RW. 06, SUKOHARJO, KEC. MARGOREJO 59163",0295-386111,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS. BUDI AGUNG,"KEBONSAWAHAN, KEC. JUWANA",0295-471321; 0295-471321,rsbudiagung@yahoo.com,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD RAA SOEWONDO,"JL DR SOESANTO NO 114 RT. 1/RW. 1, KUTOHARJO, KEC. PATI 59118",0295-381102; 0295-381684,brsdsoewondopati4@yahoo.co.id,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BALAI KESEHATAN PARU MASYARAKAT PATI,"JL PANGLIMA SUDIRMAN NO 71 RT. 04/RW. 01, NGARUS, KEC. PATI 59112",0295-381738,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT FASTABIQ,"JL PATI-TAYU KM 3 RT. 07/RW. 01, TAMBAHARJO, KEC. PATI 59151",0295-4199008; 0295-4101177,rsfastabiqsehat@gmail.com,www.fastabiqsehat.com
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT ISLAM PATI,"WATUROYO, KEC. MARGOYOSO",0295-452316,rsislampati@yahoo.com,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT MITRA BANGSA PATI,"JL KOL SUGIYONO NO 75 PATI RT. 06/RW. 02, WINONG, KEC. PATI 59112",0295-382555; 0295-4191994,,www.mitra bangsa.com
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT SEBENING KASIH,"DK BENGUK RT. 01/RW. 03, PAKIS, KEC. TAYU 59155 sebeningkasih@coid",081325337717,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT UMUM DAERAH KAYEN,"KAYEN, KEC. KAYEN",,rsudkayen@gmail.com,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK PRATAMA MASYITOH,"SUNGGINGAN, KEC. KOTA KUDUS",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK PRIMA MEDISTRA,"JL LINGKAR UTARA RT. 06/RW. 03, PEDAWANG, KEC. BAE 59324",0291-4250123,pammedistra@rocketmail.com,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK UTAMA ASSYIFA,"JL KH NOOR HADI 17 RT. 04/RW. 01, JANGGALAN, KEC. KOTA KUDUS 59317",0291-437391,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,LABORATORIUM CITO,"PURWOSARI, KEC. KOTA KUDUS",081213827577,citokudus@labcito.co.id,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,LABORATORIUM PRODIA,"IL.KH WAHIDHASYIM RT. 05/RW. 02, PANJUNAN, KEC. KOTA KUDUS 59317",0291-431938; 0291-431938,kuous@prona.co.id,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"PERMA SKINCARE AND TREAT MEAT, PT","DEMAAN, KEC. KOTA KUDUS",0291-431597,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRAKTEK DOKTER <ERFIAN>,"MEJOBO, KEC. MEJOBO",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS AISYIAH,"JL HOS COKROAMINOTO RT. 03/RW. 08, MLATI NOROWITO, KEC. KOTA KUDUS 59319",0291-437780; 0291-434901,,www.rsaaisyiah.com
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS HARAPAN BUNDA,"JL RAYA KUDUS JEPARA KM 4 RT. 02/RW. 02, GARUNG LOR, KEC. KALIWUNGU 59361",0291-4248288,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS KARTIKA HUSADA,"JL JENDRAL SUDIRMAN 64 RT. 01/RW. 05, BARONGAN, KEC. KOTA KUDUS 59312",0291-432532,rumkitadkudus@yahoo.co.id,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS MARDI RAHAYU,"JL AKBP R AGIL 110, JATI WETAN, KEC. JATI 59346",0291-434707; 0291-434711,mardirahayu@gmail.com,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS1 YAKIS,"JL MAYJEN SUTOYO GARUNG LOR RT. 01/RW. 03, GARUNG LOR, KEC. KALIWUNGU 59361",0291-43200843400 Ext: 8; 0291-404008,yakiskudus@yahoo.com,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA BUAH HATI,"JL LETKOL TIT SUDONO RT. 05/RW. 03, WERGU KULON, KEC. KOTA KUDUS 59318",0291-442196; 0291-442196,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU KUMALA SIWI,"DK DEMANGAN RT. 10/RW. 06, MIJEN, KEC. KALIWUNGU 59361",085741895800,info@rsukumalasiwi.com,www.rsukumalasiwi.com
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU NURUSSYIFA,"JL RAYA KUDUS PATI - KLALING RT. 01/RW. 02, KLALING, KEC. JEKULO 59382",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD KUDUS,"JL DR LUKMONOHADI NO 19 RT. 01/RW. 05, PLOSO, KEC. JATI 59348",0291-444001; 0291-438195,rsudkudus@yahoo.co.id,www.rsudkudus.com
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT PERMATA HATI,"JL NITI SEMITO RT. 03/RW. 08, PURWOSARI, KEC.",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"VIVA GENERIK, PT","JL RAGIL KUSUMADYA RT. 04/RW. 01, JATI WETAN, KEC. JATI 59346",0291-4259033,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK PRATAMA MARDI NUGROHO,"JL KALI SERANG WELAHAN RT. 06/RW. 04, WELAHAN, KEC. WELAHAN 59464",0291-4256031,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS PKU MUHAMADIYAH MAYONG,"GLEGET RT. 5/RW. 9, MAYONG LOR, KEC. MAYONG 59465",0291-4256556,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA KUMALASIWI,"PECANGAAN KULON, KEC. PECANGAAN",0291-755184; 0291-755184,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA SITI KHADIJAH,"JL BRIGJEN KATAMSO NO 18A RT. 03/RW. 02, PENGKOL, KEC. JEPARA 59415",0291-591276,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU RA KARTINI JEPARA,"JL WACHID HASYIM RT. 01/RW. 05, BAPANGAN, KEC. JEPARA 59413",,rsu.kartini@yahoo.com,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT,"JL RAYA KELET-JEPARA KM 30,5 RT. 8/RW. 2, KELET, KEC. KELING 59454",0291-979002; 0291-578161,kelethospital@yahoo.com,www.rsudkelet.co.id
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BERSALIN <DR. MOCHTAR>,"SENENAN RT. 13/RW. 05, SENENAN, KEC. TAHUNAN 59426",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT GRAHA,"JL MH TAMRIN RT. 03/RW. 08, PANGGANG, KEC. JEPARA 59411",0291-592067,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,YAYASAN RSI SULTAN HADLIRIN,"KUWASEN, KEC. JEPARA",0291-591507; 0291-4295554,rsi-jepara@yahoo.co.id,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRAKTEK DOKTER UMUM <SAMPOERNA>,"TANUBAYAN RT. 01/RW. 10, BINTORO, KEC. DEMAK 59511",085727684100,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSI NU JOGOLOYO,"JL JOGOLOYO NO 9 RT. 02/RW. 01, JOGOLOYO, KEC. WONOSALAM 59571",0291-685723,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU PELITA ANUGRAH,"BANDUNGREJO, KEC. MRANGGEN",0291-6725555; 0291-6725550,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD SUNAN KALIJAGA DEMAK,"JL SULTAN FATAH NO 66 RT. 07/RW. 01, BINTORO, KEC. DEMAK 59511",0291-685018; 0291-681609,rsud_suka@demak.go.id,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"AYAH BUNDA ABADI RS KUSUMA UNGARAN, PT","JL LETJEND SUPRAPTO NO 62 RT. 05/RW. 01, SIDOMULYO, KEC. UNGARAN TIMUR 50514",024-76917919,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"HERDLENT MEDIKA HUSADA, PT","JL GATOT SUBROTO, RUKO MUTIARA UNGARAN SQUARE KAV. 8 RT. 02/RW. 05, UNGARAN, KEC. UNGARAN BARAT 50511",08882563649,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KANTOR PMI,"JL ADE IRMA SURYANI N0 31 RT. 1/RW. 11, UNGARAN, KEC. UNGARAN BARAT 50511",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,LABORATORIUM KESEHATAN DAERAH,"JL MAYJEN SUTOYO NO 51 RT. 04/RW. 01, SIDOMULYO, KEC. UNGARAN TIMUR 50514",024-76917891,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRAKTEK DOKTER DJOKO,"JL DI PANJAITAN NO 47 SUSUKAN PETUNG RT. 05/RW. 01, SUSUKAN, KEC. UNGARAN TIMUR 50516",024-6921743,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS MITRA SETIA,"JL GARUDA NO 22 RT. 07/RW. 02, SIDOMULYO, KEC. UNGARAN TIMUR 50511",024-6923179,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU BINA KASIH,"JL NARYO ATMAJAN NO 27 RT. 05/RW. 01, PANJANG, KEC. AMBARAWA 50614",0298-591280; 0298-591211,rsubinakasih@yahoo.com,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD AMBARAWA,"JL KARTINI NO 101 RT. 06/RW. 03, LODOYONG, KEC. AMBARAWA 50611",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD UNGARAN,"JL DIPONEGORO 125 RT. 01/RW. 08, GENUK, KEC. UNGARAN BARAT 50512",024-6921006; 024-6922910,rsud.ungaran@gmail.com,www.rsud.semarangkab.go.id
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT KEN SARAS,"JL RAYA SOEKARNO HATTA KM 29 RT. 02/RW. 04, RANDUGUNTING, KEC. BERGAS 50552",024-6922269; 024-522706,kensaras@gmail.com,www.kensaras.com
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"KLINIK PRODIA WIDYAHUSADA, PT","RUKO PANDEAN JL MT HARYONO RT. 04/RW. 04, TEMANGGUNG II, KEC. TEMANGGUNG 56213",0293-4960160,,www.prodia.co.id
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSK NGESTI WALUYO,"JL PAHLAWAN NO1 JUBUG RT. 05/RW. 02, WANUTENGAH, KEC. PARAKAN 56257",0293-596008; 0293-596410,ngestiwaluyo@indo.net.id,www.ngestiwaluyo.com
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD DJOYONEGORO,"LING TEPUNG SARI RT. 02/RW. 01, WALITELON SELATAN, KEC. TEMANGGUNG 56229",0293-49119,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT UMUM GUNUNG SAWO,"JL GATOT SUBROTO RT. 04/RW. 01, MANDING, KEC. TEMANGGUNG 56224",0293-4903003; 0293-4903003,irsgsgunungsawo@yahoo.co.id,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK BAITUL HIKMAH GEMUH,"BLANTEN RT. 07/RW. 03, GEMUHBLANTEN, KEC. GEMUH 51356",0294-382633,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"MAIFAN, PT","DSN KRAJAN BARAT RT. 01/RW. 05, SAMBONGSARI, KEC. WELERI 51355",087734256489,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSI DARUL ISTIQOMAH,"JL SEKOPEK NO 15 RT. 5/RW. 08, PLANTARAN, KEC. KALIWUNGU SELATAN 51372",0294-382148; 0294-3686900,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD DR H SOEWONDO,"JL LAUT NO 21 KENDAL RT. 02/RW. 01, NGILIR, KEC.",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT ISLAM KENDAL,"JL AR RAHMAH RT. 09/RW. 03, NGASINAN, KEC. WELERI 51355",0294-641870; 0294-644760,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD BATANG,"JL DR SOETOMO 42 RT. 05/RW. 03, KAUMAN, KEC. BATANG 51215",0285-4493034; 0285-391206,rsudkabbatang@yahoo.com,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"RUMAH SAKIT QOLBU INSAN MULIA, PT","JL URIP SUMOHARJO RT. 01/RW. 05, SAMBONG, KEC. BATANG 51212",0285-4495224,rs_qim@yahoo.com,www.rsqim.com
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSI PEKAJANGAN,"JL RAYA AMBOKEMBANG NO 42-44 RT. 19/RW. 08, AMBOKEMBANG, KEC. KEDUNGWUNI 51173",0285-785681,rsipekajangan@yahoo.co.id,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD KAJEN,"JL MANDUROREJO KEBONSARI RT. 01/RW. 06, KARANGSARI, KEC. KARANGANYAR 51182",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BERSALIN DZ AZAHRA,"JL RAYA PEKAJANGAN NO 610 RT. 21/RW. 07, PEKAJANGAN, KEC. KEDUNGWUNI 51172",0285-705909,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK PRATAMA MUHAMMDIYAH MARDHATILLAH,"JL JENDRAL SUDIRMAN TIMUR KARANGMONCOL RT. 01/RW. 01, KARANGMONCOL, KEC. RANDUDONGKAL 52353",0284-582508,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD DR M ASHARI,"JL GATOT SUBROTO NO 41 RT. 03/RW. 06, BOJONGBATA, KEC. PEMALANG 52319",0284-321614; 0284-323664,rsudpemalang@yahoo.co.id,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT ISLAM AL IKHLAS,"JL KOLONEL SUGIONO NO 13 RT. 01/RW. 02, TAMAN, KEC. TAMAN 52361",0284-325318; 0284-325318,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT ISLAM MOGA,"JL RAYA MOGA PULOSARI KM 2 RT. 01/RW. 06, BANYUMUDAL, KEC. MOGA 52354",028-583410,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT PRIMA MEDIKA,"JL SLAMET RIYADI RT. 05/RW. 03, MULYOHARJO, KEC. PEMALANG 52313",085742455509,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT SIAGA MEDIKA,"JL PERINTIS KEMERDEKAAN RT. 01/RW. 10, BEJI, KEC. TAMAN 52361",0284-324777,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT UMUM SANTA MARIA,"JL PEMUDA NO 24 RT. 04/RW. 18, MULYOHARJO, KEC. PEMALANG 52313",085741183984,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK GUMAYUN,"JL RAYA SLAWI JATI BARANG RT. 8/RW. 03, GUMAYUN, KEC. DUKUHWARU 52451",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS MITRA SIAGA,"JL PALA RAYA NO 54 RT. 01/RW. 04, DAMPYAK, KEC. KRAMAT 52181",0283-322550; 0283-351518,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS.IBU DAN ANAK,"JL PALA RAYA NO11 A RT. 01/RW. 19, MEJASEM BARAT, KEC. KRAMAT 52181",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU DR. H.RM SOESELO W,"JL DR. SUTOMO NO 63 RT. 06/RW. 05, SLAWI KULON, KEC. SLAWI 52419",0283-491016; 0283-491016,rsud.soeselo@yahoo.com,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT ISLAM,"JL SINGKIL KM 05 RT. 24/RW. 05, ADIWERNA, KEC. ADIWERNA 52194",0283-3448131; 0283-3448184,,www.mursitegal.co.id
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT UMUM ADELLA,"JL PROF M YAMIN NO 77 RT. 07/RW. 02, KUDAILE, KEC. SLAWI 52413",0283-491154; 0283-491354,rsuadella@yahoo.com,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMKIT DKT,"PEPEDAN RT. 03/RW. 04, PEPEDAN, KEC. DUKUHTURI 52192",0283-351420,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS AMANAH MAHMUDAH,"SITANGGAL, KEC. LARANGAN",028-3618350,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS MUTIARA BUNDA,"KRAKAHAN, KEC. TANJUNG",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS SWASTA,"JL PASAR HEWAN RT. 09/RW. 04, KALIERANG, KEC. BUMIAYU 52273",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSB PERMATA INSANI,"JL YOS SUDARSO RT. 01/RW. 14, PASAR BATANG, KEC. BREBES 52211",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU ALLAM MEDIKA,"JL PANGERAN DIPONEGORO RT. 04/RW. 05, JATISAWIT, KEC. BUMIAYU 52273",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU BREBES,"JL JEND.SUDIRMAN NO 181 RT. 06/RW. 19, BREBES, KEC. BREBES 52212",0283-671431; 0283-671095,rsudbrebes@yahoo.com,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BHAKTI ASIH,"JL P DIPONEGORO NO 125 RT. 05/RW. 01, PESANTUNAN, KEC. WANASARI 52221",0283-673481,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT DEDY JAYA,"JL AHMAD YANI NO 57 RT. 04/RW. 18, BREBES, KEC. BREBES 52212",0283-672195,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT DERA ASSYIFA,"BANJARHARJO RT. 10/RW. 01, BANJARHARJO, KEC. BANJARHARJO 52265",0283-889588; 0283-889583,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT UMUM MUHAMMADIYAH SITI AMINAH,"JL PANGERAN DIPONEGORO RT. 03/RW. 05, JATISAWIT, KEC. BUMIAYU 52273",,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,LAB CITO,"JL TENTARA PELAJAR RT. 01/RW. 06, KEMIRIREJO, KEC. MAGELANG TENGAH 56122",0293-363763,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRODIA,"JL A YANI RT. 05/RW. 04, GELANGAN, KEC. MAGELANG TENGAH 56112",0293-3144182,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"RSB PURI AGUNG, PT","JL PAHLAWAN RT. 04/RW. 01, POTROBANGSAN, KEC. MAGELANG UTARA 56116",0293-365369,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSJ PROF DR SOEROJO,"JL A YANI 12 RT. 05/RW. 01, KRAMAT UTARA, KEC. MAGELANG UTARA 56115",0293-363601,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RST DOKTER SOEDJONO,"JL RUMAH SAKIT RT. 05/RW. 08, WATES, KEC. MAGELANG UTARA 56113",0293-363061; 0293-363366,,
JAWA TENGAH,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU LESTARI RAHARDJA,"JL SUTOPO RT. 01/RW. 04, CACABAN, KEC. MAGELANG TENGAH 56121",0293-363223,,
